HDR|NPCI|UPISETTL|20260429|001|HDFC0001234|000500|20260429143015
REC|20260429|TXN000001|UPI|PAY|25000.18|SUCCESS|SBIN0007890|KOTAK0003456|9287113899@oksbi|9938826956@icici|RRN000000001|20260429010742|20260429010746
REC|20260429|TXN000002|UPI|REFUND|2500.04|SUCCESS|HDFC0001234|IOBA0009900|9420593068@icici|9268495191@ybl|RRN000000002|20260429053747|20260429053751
REC|20260429|TXN000003|UPI|PAY|5000.71|SUCCESS|CNRB0007788|ICIC0005678|9314934294@okaxis|9842014322@paytm|RRN000000003|20260429070631|20260429070634
REC|20260429|TXN000004|UPI|PAY|15000.16|FAILED|ICIC0005678|UBIN0003344|9643592776@ybl|9525032959@upi|RRN000000004|20260429171446|20260429171450
REC|20260429|TXN000005|UPI|PAY|1500.29|SUCCESS|PUNB0001122|ICIC0005678|9936356257@okhdfcbank|9193080283@icici|RRN000000005|20260429115451|20260429115452
REC|20260429|TXN000006|UPI|PAY|75000.53|FAILED|ICIC0005678|CNRB0007788|9770004760@okaxis|9710317095@okhdfcbank|RRN000000006|20260429162619|20260429162623
REC|20260429|TXN000007|UPI|PAY|75000.21|SUCCESS|UBIN0003344|BARB0005566|9587817338@icici|9194559083@paytm|RRN000000007|20260429101140|20260429101142
REC|20260429|TXN000008|UPI|PAY|250.08|SUCCESS|AXIS0002345|PUNB0001122|9655617591@okhdfcbank|9668788760@icici|RRN000000008|20260429191412|20260429191415
REC|20260429|TXN000009|UPI|PAY|2000.37|SUCCESS|AXIS0002345|KOTAK0003456|9182931689@okaxis|9743801086@ybl|RRN000000009|20260429071806|20260429071810
REC|20260429|TXN000010|UPI|PAY|7500.29|SUCCESS|AXIS0002345|UBIN0003344|9292317431@upi|9227556929@ybl|RRN000000010|20260429153651|20260429153654
REC|20260429|TXN000011|UPI|REFUND|500.20|SUCCESS|BARB0005566|KOTAK0003456|9621508918@oksbi|9963893414@icici|RRN000000011|20260429180419|20260429180422
REC|20260429|TXN000012|UPI|PAY|75000.72|SUCCESS|AXIS0002345|BARB0005566|9471378122@okhdfcbank|9183766572@oksbi|RRN000000012|20260429031428|20260429031429
REC|20260429|TXN000013|UPI|PAY|7500.62|SUCCESS|KOTAK0003456|BARB0005566|9330680433@okaxis|9864767244@ybl|RRN000000013|20260429143519|20260429143523
REC|20260429|TXN000014|UPI|PAY|15000.83|SUCCESS|CNRB0007788|ICIC0005678|9640852574@icici|9573387764@oksbi|RRN000000014|20260429033619|20260429033620
REC|20260429|TXN000015|UPI|REFUND|2000.54|SUCCESS|ICIC0005678|PUNB0001122|9285160878@upi|9988424432@oksbi|RRN000000015|20260429010723|20260429010726
REC|20260429|TXN000016|UPI|PAY|2000.98|SUCCESS|ICIC0005678|CNRB0007788|9752439300@oksbi|9723770565@paytm|RRN000000016|20260429024829|20260429024832
REC|20260429|TXN000017|UPI|PAY|2500.36|SUCCESS|UBIN0003344|BARB0005566|9760317467@okhdfcbank|9499368324@oksbi|RRN000000017|20260429125209|20260429125212
REC|20260429|TXN000018|UPI|PAY|7500.97|SUCCESS|CNRB0007788|HDFC0001234|9189576111@okhdfcbank|9496638932@okhdfcbank|RRN000000018|20260429003541|20260429003543
REC|20260429|TXN000019|UPI|PAY|10000.60|SUCCESS|AXIS0002345|IOBA0009900|9479851190@upi|9100311515@icici|RRN000000019|20260429010255|20260429010257
REC|20260429|TXN000020|UPI|PAY|50000.04|SUCCESS|ICIC0005678|HDFC0001234|9446548883@paytm|9265212908@paytm|RRN000000020|20260429064359|20260429064360
REC|20260429|TXN000021|UPI|PAY|200.60|SUCCESS|SBIN0007890|BARB0005566|9521035140@upi|9705125890@ybl|RRN000000021|20260429071250|20260429071251
